"","Coal","CommercialGeothermal","CommercialHydropower","CommercialSolar","CommercialWind","CommercialWood","ConsumptionCommercialCoal","ConsumptionCommercialDistillateFuelOil","ConsumptionCommercialKerosene","ConsumptionCommercialLiquefiedPetroleumGases","ConsumptionCommercialNaturalGas","ConsumptionElectricPowerCoal","ConsumptionElectricPowerDistillateFuelOil","ConsumptionElectricPowerNaturalGas","ConsumptionIndustrialCoal","ConsumptionIndustrialDistillateFuelOil","ConsumptionIndustrialKerosene","ConsumptionIndustrialLiquefiedPetroleumGases","ConsumptionIndustrialNaturalGas","ConsumptionIndustrialOtherPetroleumProducts","ConsumptionResidentialCoal","ConsumptionResidentialDistillateFuelOil","ConsumptionResidentialKerosene","ConsumptionResidentialLiquefiedPetroleumGases","ConsumptionResidentialNaturalGas","ConsumptionResidentialWood","ConsumptionTransportationCoal","ConsumptionTransportationDistillateFuelOil","ConsumptionTransportationLiquefiedPetroleumGases","ConsumptionTransportationNaturalGas","ElectricPowerWood","ExpenditureCommercialCoal","ExpenditureCommercialDistillateFuelOil","ExpenditureCommercialKerosene","ExpenditureCommercialLiquefiedPetroleumGases","ExpenditureCommercialNaturalGas","ExpenditureElectricPowerCoal","ExpenditureElectricPowerDistillateFuelOil","ExpenditureElectricPowerNaturalGas","ExpenditureIndustrialCoal","ExpenditureIndustrialDistillateFuelOil","ExpenditureIndustrialKerosene","ExpenditureIndustrialLiquefiedPetroleumGases","ExpenditureIndustrialNaturalGas","ExpenditureIndustrialOtherPetroleumProducts","ExpenditureResidentialCoal","ExpenditureResidentialDistillateFuelOil","ExpenditureResidentialKerosene","ExpenditureResidentialLiquefiedPetroleumGases","ExpenditureResidentialNaturalGas","ExpenditureResidentialWood","ExpenditureTransportationCoal","ExpenditureTransportationDistillateFuelOil","ExpenditureTransportationLiquefiedPetroleumGases","ExpenditureTransportationNaturalGas","IndustrialGeothermal","IndustrialHydropower","IndustrialSolar","IndustrialWind","IndustrialWood","PriceCommercialCoal","PriceCommercialDistillateFuelOil","PriceCommercialKerosene","PriceCommercialLiquefiedPetroleumGases","PriceCommercialNaturalGas","PriceElectricPowerCoal","PriceElectricPowerDistillateFuelOil","PriceElectricPowerNaturalGas","PriceIndustrialCoal","PriceIndustrialDistillateFuelOil","PriceIndustrialKerosene","PriceIndustrialLiquefiedPetroleumGases","PriceIndustrialNaturalGas","PriceIndustrialOtherPetroleumProducts","PriceTransportationCoal","PriceTransportationDistillateFuelOil","PriceTransportationLiquefiedPetroleumGases","PriceTransportationNaturalGas","RefineryCoal","RefineryDistillateFuelOil","RefineryLiquefiedPetroleumGases","RefineryNaturalGas","ResidentialGeothermal","State","Year"
"2279",0,709,0,0,0,6521,168,9676,407,11800,236222,22535,1354,793193,46188,82722,242,17057,893413,271645,19,829,1567,24845,522272,38934,0,452446,1835,17144,47567,0.3,105.6,4.7,175.7,1998.7,43.7,12.5,4661.6,81.2,922.1,2.5,206,5923.1,178.3,0.1,10.6,18.2,489.6,5048.8,113.8,0,6409.7,31.9,26.7,1111,0,0,0,26939,1.76,10.91,11.61,14.89,8.46,1.94,9.25,5.88,1.76,11.27,10.41,16.69,7.74,9.65,0,14.17,17.38,6.83,0,868,4716,86811,165,"California",2004
"2330",0,735,54,0,0,4153,410,11451,333,9267,238473,20692,1404,709314,46284,76972,238,6224,841137,283436,36,906,1721,28251,494886,25879,0,473042,3232,20653,49125,0.9,170,4.6,165.5,2491.6,29.6,13.9,5568.5,98.2,1175.1,3.1,0.1,6896.9,233.8,0.1,15.3,23.7,643.3,5731.8,100.2,0,8505,64.4,82.8,1258,0,0,0,29671,2.12,14.85,13.76,17.86,10.45,1.43,9.91,7.85,2.12,15.45,13.09,19.9,9.62,11.54,0,17.98,19.92,8.6,0,896,6221,82338,170,"California",2005
"2381",0,682,73,0,0,3853,30,8594,307,6876,250003,21921,1168,795842,45062,80437,231,10633,809807,285526,3,890,1625,24664,502984,22952,0,485179,3330,17297,48899,0.1,147.3,6.8,141.1,2549.4,36.8,16.2,5172.3,107.8,1384.1,4.4,136.2,6010.6,218.9,0,17.3,36,638.6,5798,102.4,0,9693.5,72.3,78.3,1287,0,0,0,27311,2.39,17.14,22.13,20.51,10.2,1.68,13.84,6.5,2.39,17.4,19.11,22.23,9.09,12.47,0,19.98,21.71,7.75,0,870,4506,87709,174,"California",2006
"2432",0,630,132,0,0,4092,0,10608,175,7725,258379,23358,975,860408,43136,66300,178,6740,821358,275789,0,554,864,26156,506805,25368,0,494417,2915,20595,45229,0,194.3,4.2,172.1,2560.4,43.2,15.8,5606.4,121,1199.7,3.8,72.3,5873.6,241.7,0,11.6,21,725.5,5696.8,124.1,0,10351,69.1,85,1375,0,0,0,27817,0,18.31,24.26,22.28,9.91,1.85,16.19,6.52,2.81,18.29,21.42,25.49,8.81,14.9,0,20.94,23.7,7.5,0,706,3906,93580,187,"California",2007
"2483",0,532,0,0,0,4318,0,16453,79,9975,257986,23630,1012,882428,39420,73512,83,14212,809376,238700,0,839,458,32114,502833,28388,0,430665,5065,19987,46652,0,402.4,2.4,258.8,2949.8,51.7,22.8,7060.2,116.8,1781,2.3,316.7,6733.4,291.2,0,21.8,13.8,1021.6,6238.6,172.3,0,11517.9,144.4,132.5,1429,0,0,0,24662,0,24.46,30.07,25.94,11.43,2.19,22.58,8,2.96,24.53,27.15,30.48,10.51,23.38,0,26.74,28.51,11.02,0,892,3822,99815,232,"California",2008
"2534",0,552,3,0,0,5266,0,20296,116,7965,254462,21085,669,830777,31318,59613,61,19868,792725,217874,0,2249,973,30147,493696,37284,0,424362,3887,19706,49778,0,299.4,2.9,159.4,1920.3,47.2,9.6,3591.6,92.3,875.2,1.1,389.3,4016.6,128.9,0,41.1,24.6,782.8,4533.2,168.7,0,7503.3,84.3,97.4,1201,0,0,0,22666,0,14.75,25.27,20.01,7.55,2.24,14.38,4.32,2.95,14.77,17.68,24.14,6.39,21.03,0,17.68,21.69,7.41,0,376,3742,96398,265,"California",2009
"2585",0,556,65,38,0,5199,0,27293,189,8640,253329,21776,437,755324,33196,70507,69,19342,787410,224814,0,934,816,31734,505530,32551,0,429649,3306,23814,51036,0,516.5,5.1,186.8,2058.4,48.3,8,3673.1,113,1330.1,1.5,434.5,4198,150,0,21.7,22.2,966.6,4909.3,173.6,0,9247.5,81.9,75.3,1226,0,0,0,23015,0,18.92,27.17,21.62,8.13,2.22,18.44,4.86,3.41,19.09,22.1,25.78,6.87,27.81,0,21.52,24.78,5.43,0,828,2488,107803,273,"California",2010
"2636",0,659,45,273,0,5005,0,24205,144,8313,250867,19692,365,630122,35572,77264,65,20875,767439,233769,0,629,625,29647,522406,33291,0,438319,3805,25415,46859,0,614.6,4.7,207.3,2040.5,43.5,8.7,2904,129.5,1926.1,1.9,603.1,4212.1,161.5,0,18,20.3,1008,5089.8,213.3,0,12360.6,102.6,107.3,1226,0,0,0,25323,0,25.39,32.46,24.94,8.13,2.21,23.74,4.61,3.64,25.3,29.33,30.64,6.91,32.75,0,28.2,26.96,7.18,0,1133,1194,110120,248,"California",2011
"2687",0,634,26,481,0,4384,0,21757,48,8702,258277,13153,354,876854,30679,74925,33,19529,805491,218676,0,370,269,23057,487614,31071,0,421187,4116,28136,53082,0,566.2,1.6,188.1,1784.7,24.9,9.5,3147.7,108.7,1948.3,1,416.5,3606.1,145.3,0,11,9.1,780.3,4368.3,221.6,0,12131.8,107.5,102.8,1217,0,36,1,24838,0,26.02,33.86,21.62,6.91,1.89,26.89,3.59,3.54,26.26,30.12,23.04,5.66,33.22,0,28.8,26.13,6.87,0,728,1449,113199,287,"California",2012
"2738",0,634,50,778,10,5081,0,20160,43,8265,261889,6214,358,849409,31938,74595,12,18053,851553,243162,0,552,257,23160,495089,42908,0,438084,4961,25272,50232,0,510.9,1.5,181.1,1990.3,12.1,8.3,3740.5,117.3,1901.5,0.4,395.2,4173.6,329,0,16.3,8.6,785.6,4779.2,302.1,0,12027.4,131.2,125,1217,0,48,15,23106,0,25.34,33.54,21.91,7.6,1.96,23.23,4.4,3.67,25.71,29.44,23.17,6.39,31.56,0,27.45,26.46,8.62,0,629,998,144607,287,"California",2013
"2789",0,634,39,883,31,5081,0,19319,51,9179,243679,6866,380,858977,32620,80230,96,19203,866822,232106,0,544,334,17739,407530,42908,0,460508,5352,40475,53281,0,461.7,1.7,218.9,2151,17.1,7.5,4348.9,118.3,1941.6,2.6,448.6,4896.9,323.6,0,15.7,11.1,601.7,4575.1,294.6,0,12366.5,155.5,156.2,1217,0,44,16,20232,0,23.9,33.37,23.85,8.83,2.49,19.63,5.06,3.63,24.34,27.51,25.12,7.46,30.2,0,26.85,29.05,9.19,0,445,1346,152460,287,"California",2014
